"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3127","User login with correct email and password","LMS system","Sat Jun 20 07:38:20 UTC 2026","passed","Sat Jun 20 07:38:23 UTC 2026","Authorization","Authentication","",""
"","2979","Create course","LMS system","Sat Jun 20 07:38:26 UTC 2026","passed","Sat Jun 20 07:38:29 UTC 2026","Courses","Courses","",""
"","1484","Check displaying of empty courses list","LMS system","Sat Jun 20 07:38:26 UTC 2026","passed","Sat Jun 20 07:38:27 UTC 2026","Courses","Courses","",""
"","1566","Navigation from login page to registration page","LMS system","Sat Jun 20 07:38:23 UTC 2026","passed","Sat Jun 20 07:38:25 UTC 2026","Authorization","Authentication","",""
"","1937","User login with wrong email or password","LMS system","Sat Jun 20 07:38:17 UTC 2026","passed","Sat Jun 20 07:38:19 UTC 2026","Authorization","Authentication","",""
"","1958","User login with wrong email or password","LMS system","Sat Jun 20 07:38:17 UTC 2026","passed","Sat Jun 20 07:38:19 UTC 2026","Authorization","Authentication","",""
"","1939","Check displaying of dashboard page","LMS system","Sat Jun 20 07:38:30 UTC 2026","passed","Sat Jun 20 07:38:32 UTC 2026","Dashboard","Dashboard","",""
"","1549","User login with wrong email or password","LMS system","Sat Jun 20 07:38:20 UTC 2026","passed","Sat Jun 20 07:38:21 UTC 2026","Authorization","Authentication","",""
"","2077","Registration with correct email, username and password","LMS system","Sat Jun 20 07:38:22 UTC 2026","passed","Sat Jun 20 07:38:24 UTC 2026","Registration","Authentication","",""
"","2948","Edit course","LMS system","Sat Jun 20 07:38:27 UTC 2026","passed","Sat Jun 20 07:38:30 UTC 2026","Courses","Courses","",""
