"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1673","Check displaying of empty courses list","LMS system","Tue Jun 23 17:33:15 UTC 2026","passed","Tue Jun 23 17:33:17 UTC 2026","Courses","Courses","",""
"","1816","Navigation from login page to registration page","LMS system","Tue Jun 23 17:33:11 UTC 2026","passed","Tue Jun 23 17:33:13 UTC 2026","Authorization","Authentication","",""
"","1663","Check displaying of dashboard page","LMS system","Tue Jun 23 17:33:21 UTC 2026","passed","Tue Jun 23 17:33:22 UTC 2026","Dashboard","Dashboard","",""
"","1857","User login with wrong email or password","LMS system","Tue Jun 23 17:33:07 UTC 2026","passed","Tue Jun 23 17:33:09 UTC 2026","Authorization","Authentication","",""
"","1777","User login with wrong email or password","LMS system","Tue Jun 23 17:33:07 UTC 2026","passed","Tue Jun 23 17:33:09 UTC 2026","Authorization","Authentication","",""
"","3007","Edit course","LMS system","Tue Jun 23 17:33:17 UTC 2026","passed","Tue Jun 23 17:33:20 UTC 2026","Courses","Courses","",""
"","2847","Create course","LMS system","Tue Jun 23 17:33:17 UTC 2026","passed","Tue Jun 23 17:33:20 UTC 2026","Courses","Courses","",""
"","2034","Registration with correct email, username and password","LMS system","Tue Jun 23 17:33:13 UTC 2026","passed","Tue Jun 23 17:33:15 UTC 2026","Registration","Authentication","",""
"","1656","User login with wrong email or password","LMS system","Tue Jun 23 17:33:09 UTC 2026","passed","Tue Jun 23 17:33:11 UTC 2026","Authorization","Authentication","",""
"","3188","User login with correct email and password","LMS system","Tue Jun 23 17:33:09 UTC 2026","passed","Tue Jun 23 17:33:13 UTC 2026","Authorization","Authentication","",""
