"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1827","User login with wrong email or password","LMS system","Sun Jun 21 10:50:21 UTC 2026","passed","Sun Jun 21 10:50:22 UTC 2026","Authorization","Authentication","",""
"","2095","Registration with correct email, username and password","LMS system","Sun Jun 21 10:50:25 UTC 2026","passed","Sun Jun 21 10:50:27 UTC 2026","Registration","Authentication","",""
"","1568","User login with wrong email or password","LMS system","Sun Jun 21 10:50:23 UTC 2026","passed","Sun Jun 21 10:50:25 UTC 2026","Authorization","Authentication","",""
"","3173","User login with correct email and password","LMS system","Sun Jun 21 10:50:23 UTC 2026","passed","Sun Jun 21 10:50:26 UTC 2026","Authorization","Authentication","",""
"","1613","Navigation from login page to registration page","LMS system","Sun Jun 21 10:50:26 UTC 2026","passed","Sun Jun 21 10:50:28 UTC 2026","Authorization","Authentication","",""
"","1778","User login with wrong email or password","LMS system","Sun Jun 21 10:50:21 UTC 2026","passed","Sun Jun 21 10:50:22 UTC 2026","Authorization","Authentication","",""
"","2463","Create course","LMS system","Sun Jun 21 10:50:30 UTC 2026","passed","Sun Jun 21 10:50:32 UTC 2026","Courses","Courses","",""
"","1452","Check displaying of empty courses list","LMS system","Sun Jun 21 10:50:29 UTC 2026","passed","Sun Jun 21 10:50:30 UTC 2026","Courses","Courses","",""
"","1861","Check displaying of dashboard page","LMS system","Sun Jun 21 10:50:33 UTC 2026","passed","Sun Jun 21 10:50:35 UTC 2026","Dashboard","Dashboard","",""
"","2932","Edit course","LMS system","Sun Jun 21 10:50:31 UTC 2026","passed","Sun Jun 21 10:50:34 UTC 2026","Courses","Courses","",""
