"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2183","User login with wrong email or password","LMS system","Sun Jun 21 10:08:02 UTC 2026","passed","Sun Jun 21 10:08:04 UTC 2026","Authorization","Authentication","",""
"","1769","Check displaying of dashboard page","LMS system","Sun Jun 21 10:08:17 UTC 2026","passed","Sun Jun 21 10:08:19 UTC 2026","Dashboard","Dashboard","",""
"","3238","Edit course","LMS system","Sun Jun 21 10:08:13 UTC 2026","passed","Sun Jun 21 10:08:16 UTC 2026","Courses","Courses","",""
"","4265","User login with correct email and password","LMS system","Sun Jun 21 10:08:05 UTC 2026","passed","Sun Jun 21 10:08:09 UTC 2026","Authorization","Authentication","",""
"","1978","Registration with correct email, username and password","LMS system","Sun Jun 21 10:08:09 UTC 2026","passed","Sun Jun 21 10:08:11 UTC 2026","Registration","Authentication","",""
"","3199","Create course","LMS system","Sun Jun 21 10:08:12 UTC 2026","passed","Sun Jun 21 10:08:16 UTC 2026","Courses","Courses","",""
"","2138","User login with wrong email or password","LMS system","Sun Jun 21 10:08:02 UTC 2026","passed","Sun Jun 21 10:08:04 UTC 2026","Authorization","Authentication","",""
"","1560","User login with wrong email or password","LMS system","Sun Jun 21 10:08:05 UTC 2026","passed","Sun Jun 21 10:08:06 UTC 2026","Authorization","Authentication","",""
"","1780","Navigation from login page to registration page","LMS system","Sun Jun 21 10:08:06 UTC 2026","passed","Sun Jun 21 10:08:08 UTC 2026","Authorization","Authentication","",""
"","1852","Check displaying of empty courses list","LMS system","Sun Jun 21 10:08:10 UTC 2026","passed","Sun Jun 21 10:08:12 UTC 2026","Courses","Courses","",""
