"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1786","Check displaying of dashboard page","LMS system","Sun Jun 21 10:03:31 UTC 2026","passed","Sun Jun 21 10:03:33 UTC 2026","Dashboard","Dashboard","",""
"","2016","User login with wrong email or password","LMS system","Sun Jun 21 10:03:18 UTC 2026","passed","Sun Jun 21 10:03:20 UTC 2026","Authorization","Authentication","",""
"","2808","Create course","LMS system","Sun Jun 21 10:03:28 UTC 2026","passed","Sun Jun 21 10:03:31 UTC 2026","Courses","Courses","",""
"","1919","Registration with correct email, username and password","LMS system","Sun Jun 21 10:03:24 UTC 2026","passed","Sun Jun 21 10:03:26 UTC 2026","Registration","Authentication","",""
"","3246","User login with correct email and password","LMS system","Sun Jun 21 10:03:21 UTC 2026","passed","Sun Jun 21 10:03:24 UTC 2026","Authorization","Authentication","",""
"","1743","Navigation from login page to registration page","LMS system","Sun Jun 21 10:03:23 UTC 2026","passed","Sun Jun 21 10:03:24 UTC 2026","Authorization","Authentication","",""
"","1669","User login with wrong email or password","LMS system","Sun Jun 21 10:03:21 UTC 2026","passed","Sun Jun 21 10:03:22 UTC 2026","Authorization","Authentication","",""
"","1950","User login with wrong email or password","LMS system","Sun Jun 21 10:03:18 UTC 2026","passed","Sun Jun 21 10:03:20 UTC 2026","Authorization","Authentication","",""
"","1640","Check displaying of empty courses list","LMS system","Sun Jun 21 10:03:26 UTC 2026","passed","Sun Jun 21 10:03:28 UTC 2026","Courses","Courses","",""
"","3184","Edit course","LMS system","Sun Jun 21 10:03:28 UTC 2026","passed","Sun Jun 21 10:03:31 UTC 2026","Courses","Courses","",""
