"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3053","User login with correct email and password","LMS system","Sat Jun 20 08:18:35 UTC 2026","passed","Sat Jun 20 08:18:38 UTC 2026","Authorization","Authentication","",""
"","2825","Create course","LMS system","Sat Jun 20 08:18:42 UTC 2026","passed","Sat Jun 20 08:18:45 UTC 2026","Courses","Courses","",""
"","1604","User login with wrong email or password","LMS system","Sat Jun 20 08:18:35 UTC 2026","passed","Sat Jun 20 08:18:36 UTC 2026","Authorization","Authentication","",""
"","1699","Check displaying of empty courses list","LMS system","Sat Jun 20 08:18:40 UTC 2026","passed","Sat Jun 20 08:18:42 UTC 2026","Courses","Courses","",""
"","1939","User login with wrong email or password","LMS system","Sat Jun 20 08:18:32 UTC 2026","passed","Sat Jun 20 08:18:34 UTC 2026","Authorization","Authentication","",""
"","1709","Navigation from login page to registration page","LMS system","Sat Jun 20 08:18:36 UTC 2026","passed","Sat Jun 20 08:18:38 UTC 2026","Authorization","Authentication","",""
"","1945","User login with wrong email or password","LMS system","Sat Jun 20 08:18:32 UTC 2026","passed","Sat Jun 20 08:18:34 UTC 2026","Authorization","Authentication","",""
"","1963","Registration with correct email, username and password","LMS system","Sat Jun 20 08:18:38 UTC 2026","passed","Sat Jun 20 08:18:40 UTC 2026","Registration","Authentication","",""
"","3112","Edit course","LMS system","Sat Jun 20 08:18:42 UTC 2026","passed","Sat Jun 20 08:18:45 UTC 2026","Courses","Courses","",""
"","1705","Check displaying of dashboard page","LMS system","Sat Jun 20 08:18:45 UTC 2026","passed","Sat Jun 20 08:18:47 UTC 2026","Dashboard","Dashboard","",""
